뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,특성추출(가중치순 상위 50개),본문,URL,분석제외 여부
02100101.20230210162014005,20230210,매일경제,김유태 기자(ink@mk.co.kr),정면을 비추지 않는 미디어  60년전 작가가 보내온 경고,문화>미술_건축, 문화>전시_공연, 문화>출판,,,,"바이벨,류지연,페터 바이벨","오스트리아,독일,피라미드,서울,서울관,국립현대미술관,카를스루에","빈대학,바이벨,ZKM,예술미디어센터","정면,미디어,60년,작가,경고,미술,부자,사탕,예술,인식,자체,1960년대,세계,미디어,아트,선도,오스트리아,독일,주재,작가,페터,바이벨,회고전,서울,미술,소수,이익,증진,봉사,단순,오브제,진리,진리,인식적,미디어,아트,거장,60년,미술,작업,시간여행,전시,바이벨,스마트폰,TV,비디오카메라,대중화,미디어,재현,인식,허구성,천착,국립현대미술관,서울관,페터,바이벨,행위,예술,전시,관람객,참여,전제,작동,인터랙티브,쌍방향,작품,다수,관찰,관찰,3대,폐쇄,회로,카메라,삼각대형,설치,작품,관람객,중심,모니터,모습,작품,백미,참여자,촬영,모니터,참여자,자신,뒷모습,정면,얼굴,모습,인식,행위,사이,한계,가상,사면체,인간,인식,허점,모니터,모습,피라미드,가상,사면체,전시실,시옷,모양,학예연구사,류지연,국립현대미술관,학예,연구사,왜곡,원근법,기록,설명,삼차원,공간,미디어,내부,작동,불완전,가상,바이벨,대표작,여자,자화상,눈길,바이벨,초기,작품,상의,탈의,남성,흑백사진,얼굴,흑백,사진,실제,모델,바이벨,자신,가슴,남성,얼굴,신문,잡지,광고,여성,사진,과장,바이벨,얼굴,인스타그램,스냅챗,셀피,문화,증강현실,AR,예견,이해,자아,표상,자신,대체,셀피,보정,보정,욕망,결국,실패,전시,하이라이트,다원성,선율,1986~1988,20여,비디오,화면,동시,작품,작가,1980년대,2년,디지털,작품,디지털,바퀴,산업혁명,데이터,시대,후기,산업,정보,혁명,세기,세계,전환,시각화,주기,화면,천장,설치,작품,과학,예술,예술,과학,경계,느낌,빈대학,오스트리아,예술가들,행동주의,그룹,예술가,협업,바이벨,미디어,개념,미술,작가,미디어,아트,발전,중대,영향,1989년,독일,카를스루,예술미디어센터,ZKM,센터장,재직,ZKM,고전예술,디지털,시대,사명,디지털,바우하우스","바이벨,국립현대미술관,오스트리아,셀피,독일,참여자,관람객,20여,류지연,3대,사면체,행동주의,페터,비디오카메라,원근법,센터장","""미술은 부자만을 위한 달콤한 사탕이 아니다. 예술은 새로운 인식의 과정 그 자체다.""
1960년대부터 세계 미디어아트를 선도해온 오스트리아 독일 주재 작가 페터 바이벨(79)의 회고전이 서울에서 열린다. 미술은 소수의 이익 증진에 봉사하는 단순한 오브제가 아니라 진리에 새롭게 눈뜨고 진리를 바라보게 만드는 하나의 인식적 과정이라고 믿은 미디어아트 거장..",http://www.mk.co.kr/article/10639866,
02100101.20230209183002001,20230209,매일경제,이하린 매경닷컴 기자(may@mk.co.kr),"샤넬 재킷에 청바지, Z플립 아들 졸업식서 포착된 ‘엄마 이부진’",경제>서비스_쇼핑, 경제>자동차,,,,,"애슐리,이,올슨,이부진,임모군,크롭,메리","프랑스,하이틴,미국,서울,강남구,대치동,할리우드","호텔신라,삼성전자,더 로우","샤넬,재킷,청바지,Z플립,아들,졸업식,포착,엄마,이부진,사장,이부진,호텔신라,아들,임모,중학교,졸업식,모습,재킷,가방,사장,패션,관심,사장,8일,대치동,서울,강남구,사립,중학교,방문,아들,중학교,졸업,축하,이날,취재진,카메라,포착,사장,패션,아이템,맘카페,중심,화제,사장,기장,트위드,재킷,여유,팬츠,부츠,데님,심플,가죽,소재,가방,착용,트위드,재킷,프랑스,명품,샤넬,가을,겨울,제품,재킷,소매,밑단,부위,프린지,디테일,아이템,가죽,가방,할리우드,하이틴,스타,출신,애슐리,올슨,메리,쌍둥이,자매,론칭,브랜드,미국,패션,로우,ROW,제품,가방,가격,200만,원대,사장,3년,임군,초등학교,졸업식,로우,브랜드,코트,코트,가격,1800만,원대,취재진,카메라,포착,스마트폰,눈길,제품,에디션,갤럭시,플립,톰브라운,삼성전자,톰브라운,미국,명품,브랜드,협업,출시,스마트폰,한정판,269만,출시,응모,제품,추첨,46만,정도,인기","톰브라운,중학교,졸업식,미국,스마트폰,로우,이부진,한정판,메리,강남구,올슨,서울,취재진,할리우드,론칭,트위드,샤넬,호텔신라,밑단","이부진 호텔신라 사장이 아들 임모군의 중학교 졸업식에 모습을 드러내면서 재킷과 가방 등 이 사장의 패션이 관심을 받고 있다.
이 사장은 지난 8일 오후 서울 강남구 대치동에 있는 한 사립 중학교를 방문했다. 아들의 중학교 졸업을 축하해주기 위해서였다.
이날 취재진의 카메라에 포착된 이 사장의 패션 아이템은 맘카페 등을 중심으로 화제를 모았다.
이 사장은..",http://www.mk.co.kr/article/10638581,
07100501.20230209150209002,20230209,전자신문,정치연,[카&테크]자율주행차를 향한 '벤츠' 기술 로드맵,경제>자동차, IT_과학>모바일, IT_과학>콘텐츠,,,,,"송파구,메르세데스,독일,서울,독일연방도로,슈투트가르트,첨단","메르세데스-벤츠,미국자동차공학회(SAE),애플,미,벤츠,KBA,APCOA","자율주행차,벤츠,로드맵,미국자동차공학회,SAE,자율주행,수준,자율,주행,레벨,6단계,정의,적용,대다수,양산,적용,레벨,레벨,특정,조건,차량,제어,주행,운전자,요청,개입,레벨,지정,구역,차량,도로,상황,판단,운전자,개입,주행,가능,레벨,차량,상황,주행,메르세데스,벤츠,세계,자동차,주행,안전,자율주행,자동차,분야,자동차,역사,벤츠,제조사,세계,자동차,조건부,자율,주행,레벨,국제,인증,획득,지능,자동,발렛,주차,인텔리전트,파크,파일럿,차원,주행,경험,선사,자율,주행,시장,선도,벤츠,혁신,도로,사고,주행,비전,실현,연구개발,벤츠,5월,독일,출시,S-클래스,EQS,드라이브,파일럿,선택,사양,제공,자율주행,드라이브,파일럿,조건부,자율,주행,허용,1만,독일,고속도로,특정,구간,교통,밀도,사용,시속,속도,주행,가능,조건,차량,제어,주행,운전자,주행,인터넷,검색,이메일,처리,업무,영화,감상,드라이브,파일럿,벤츠,첨단,주행,보조,드라이빙,어시스턴스,패키지,서라운드,센서,라이다,LiDAR,후방,카메라,외부,마이크,습도,센서,디지털,정밀,지도,HD,구성,드라이브,파일럿,사용,정확,위치,결정,차량,위치,측정,위성,항법,데이터,데이터,디지털,HD,데이터,비교,센서,사용,형상,경로,특성,랜드마크,교통표지판,정보,수집,드라이브,파일럿,사고,도로,공사,특별,교통,상황,정보,제공,디지털,HD,이동,차량,센서,생성,최신,데이터,도로,주변,환경,이미지,제공,데이터,센터,백엔드,데이터,저장,지속,업데이트,차량,이미지,지도,정보,차량,메모리,저장,백엔드,데이터,지속적,비교,음영,오염도,주변,지형,인식,정확,위치정보,제공,벤츠,보쉬,독일,지능,자동,발렛,주차,인텔리전트,파크,파일럿,2019년,일상적,운영,특별,허가,세계,독일연방,도로,교통청,KBA,자율,주차,슈투트가르트,공항,APCOA,운영,주차장,사용,허가,벤츠,자율주차,레벨,무인,자율,주차,상업,이용,승인,세계,자동차,브랜드,4월,보쉬,서울,송파구,넥스파시스템,빌딩,S-클래스,적용,인텔리전트,파크,파일럿,시연,진행,파일럿,인텔리전트,파크,운전자,지정,구역,차량,정차,하차,메르세데스,Mercedes,애플리케이션,활성화,차량,공간,안전,이동,주차,7월,생산,S-클래스,EQS,파일럿,인텔리전트,파크,탑재,활성화,차량,사용,주차,레벨,무인,주차,벤츠,주차장,설치,보쉬,지능,인프라,실현,운전자,포함,차량,승객,하차,스마트폰,사용,주차,주차장,센서,주차,가능,공간,사전,확보,공간,확인,차량,인프라,주차,시설,통신,주차,공간,이동,주차,주차장,장애물,센서,차량,제동,안전,정지,운전자,사용,차량,장소,지정,픽업,호출","벤츠,운전자,자율주행,자동차,주차장,독일,대다수,메르세데스,넥스파시스템",미국자동차공학회(SAE)는 자율주행 기술 수준을 레벨 0에서 5까지 총 6단계로 정의한다. 현재 대다수 양산차 적용 기술은 레벨 2에 해당한다. 레벨 3에서는 특정 조건에서 시스템이 차량 제어와 주행을 담당하며 운전자는 시스템 요청 시에만 개입한다. 레벨 4에서는 지정 구역에서 차량 시스템이 도로 상황을 인지 판단해 운전자 개입 없이 주행이 가능하다. ..,http://www.etnews.com/20230209000113,
07100501.20230209120105002,20230209,전자신문,송윤섭,"레티널 ""스마트글라스, 거울 원리로 AR 생생하게”",경제>경제일반, IT_과학>과학, IT_과학>모바일,,,,"김재혁,하정훈",하단,"CES,한양대,레티널,스타트업 레티널","레티널,스마트,글라스,거울,원리,AR,점들,렌즈,안경,일반,하늘,낙하산,영상,선명,창업,스타트업,레티널,독자,핀틸트,스마트글라스,레티널,스마트,글라스,제품,증강현실,AR,기기,실제,존재,사물,환경,가상,이미지,실제,존재,일례,스마트글라스,지갑,물품,집안,침대,책장,정보,시각화,활용,스마트글라스,스마트폰,차세대,기기,주목,레티널,김재혁,대표,하정훈,최고,책임자,CTO,한양대,재학,2016년,창업,회사,구멍,물체,선명,핀홀,효과,AR,접목,안경,렌즈,핀미러,미세,거울,삽입,거울,인식,콘텐츠,핀미러,영상소스,반사,동공,역할,AR,센서,활용,방식,레티널,핀미러,주목,대표,센서,거울,전달,구조기,효율,소개,업계,추세,AR,글라스,상용화,의구심,시선,자체,AR,글라스,일상,대표,내년쯤,의료,군사,특수,분야,글라스,레티널,AR,강조,레티널,광효율,크기,가격,중점,요소,AR,글라스,고도화,거울,렌즈,하단,배치,핀틸트,정렬,구조,렌즈,두께,출원,해외,특허,레티널,렌즈,플라스틱,소재,적용,무게,제품,해상도,사용시간,성능,개선,연속,CES,혁신,수상,대표,형태,거울,대표,제조업,창업가,책임감,강조,회사,스마트폰,카메라,모듈,업체,연구개발,R&D,영입,대표,해외,이직,인력들,사양길,제조업,견인","레티널,ar,핀미러,스마트폰,스마트글라스,제조업,핀틸트,하정훈,구조기,한양대,책임자,연구개발,사용시간,시각화,인력들,의구심,사양길,해상도,증강현실,창업가,책임감,상용화,광효율,영상소스,차세대","점들이 촘촘히 박힌 렌즈. 언뜻 봤을 땐 일반 안경으로 보인다. 눈으로 가져가니 하늘에 낙하산이 떠다니는 영상이 선명하게 나타났다. 창업 8년차 스타트업 레티널이 독자 개발한 '핀틸트' 기술로 구현한 스마트글라스다. 
 
 
레티널 스마트글라스와 같은 제품을 증강현실(AR) 기기로 부른다. 실제 존재하는 사물이나 환경에 가상 이미지를 덧입혀서 실제 존재..",http://www.etnews.com/20230209000043,
01100401.20230209030340002,20230209,동아일보,곽도영,밤거리 찍어보니 ‘선명’ 먼 거리 글자 줌 촬영도 ‘또렷’,IT_과학>모바일, IT_과학>보안,,,,,,"미국,한국,샌프란시스코","애플,퀄컴,삼성닷컴,삼성전자,통일","밤거리,선명,거리,글자,촬영,시리즈,갤럭시,카메라,화소,AP,퀄컴,최신,고사양,게임,동영상,기본,가격,변수,17일,출시,삼성전자,플래그십,스마트폰,갤럭시,시리즈,제품,체험,1일,현지,미국,샌프란시스코,3년,오프라인,언팩,세계적,기대감,제품,시리즈,기본기,충실,우세,전작,갤럭시,카메라,시리즈,대비,애플리케이션,프로세서,AP,성능,강화,디자인,심플,통일,자연,모티브,색감,인상,상반기,6월,반도체,세트,불황,시리즈,삼성전자,반등,주목,주인공,카메라,화소,신작,주인공,카메라,예고장,녹색,스포트라이트,배치,카메라,중점,홍보,화제,울트라,갤럭시,사용,갤럭시,카메라,비교,차이,나이토그래피,Nightography,영상,촬영,나이토그래피,갤럭시,실내,밤거리,촬영,획기,변화,울트라,S22,사진,배경,조명,가장자리,느낌,울트,노이즈,야간,스마트폰,영상,피사체,조명,현상,울트라,100배,현장,간담회,모바일경험,조성대,삼성전자,모바일,경험,MX,사업부,비주얼솔루션팀장,부사장,촬영,수요,원거리,글자,수요들,감안,인공지능,AI,딥러닝,딥러닝,실제,원거리,책장,책등,울트라,차이,울트,글자,번짐,촬영,사진,확대,글자,시리즈,특징,모델,동일,화소,전면,카메라,탑재,전작,S22,플러스,카메라,화소,울트라,카메라,화소,행보,기본,모델,셀카,의미,AI,후보정,강화,한국인,선호,셀카,모드,기본,설정,얼굴,전작,대비,웜톤,보정,인상,기본기,가격대,고민,성능,기본기,퀄컴,최신,AP,스냅드래건,탑재,중앙처리장치,전작,대비,중앙,처리,장치,CPU,성능,34%,,NPU,49%,,GPU,41%,향상,전작,GOS,게임,최적,서비스,논란,불식,고사양,게임,동영,장시간,사용,성능,스마트폰,쿨링,베이퍼,체임버,전작,플러스,울트라,모델,동일,적용,실제,동영상,촬영,모드,30여,방치,온도,수준,유지,S23,플러스,배터리,용량,200mAh씩,전작,대비,mAh,무게,변화,긍정적,평가,출시,갤럭시,전작,대비,배터리,용량,400mAh,4g,상반,마지막,고민,지점,가격,사양별,S23,115만,127만,플러스,135만,147만,울트라,159만,172만,전작,대비,기본,모델,15만,울트라,20만,성능,가격,인상,시장,선택,방송,삼성닷컴,라이브,사전,판매,역대,최다,전작,대비,판매,달성,삼성전자","갤럭시,s23,삼성전자,스마트폰,기본기,딥러닝,s22,나이토그래피,셀카,원거리,울트,퀄컴","17일 국내에 출시되는 삼성전자의 플래그십 스마트폰 ‘갤럭시 S23’ 시리즈 제품을 체험해 봤다. 1일(현지 시간) 미국 샌프란시스코에서 열린 3년 만의 오프라인 언팩 이후 세계적인 기대감을 모은 제품이다. 
 
 이번 시리즈는 ‘기본기에 충실했다’는 평이 우세하다. 전작인 ‘갤럭시 S22’ 시리즈 대비 카메라와 애플리케이션 프로세서(AP) 성능을 강화..",https://www.donga.com/news/Economy/article/all/20230208/117800084/1,
02100601.20230208193417001,20230208,한국경제,장지민,"일론 머스크, 갤럭시S23 울트라로 찍은 달 사진에 ""와우""",IT_과학>모바일,,,,,,,미국,"보름달,통신,미국,머스크,브라운리,한경닷컴 객원,삼성전자,트위터,스페이스X","일론,머스크,갤럭시,울트라,사진,머스크,미국,민간,우주,기업,스페이스,창업자,일론,삼성전자,최신,플래그십,스마트폰,갤럭시,울트라,카메라,성능,극찬,눈길,업계,머스크,미국,테크,유튜버,마르케스,브라운리,자신,트위터,울트라,갤럭시,밤하늘,영상,ow,답글,리트윗,브라운리,울트라,최대,확대,스페이스,활용,보름달,분화구,표면,윤곽,선명,포착,리뷰,영상,머스크,리트윗,주목,조회수,리뷰,영상,이날,기준,880만,근접,리트윗,2만,기록,삼성전자,미국,법인,브라운리,머스크,트위터,리트윗,삼성전자,시리즈,강화,AI,야간,사진,촬영,인물,사진,최적,카메라,경험,제공,설명,삼성전자,통신,갤럭시,시리즈,사전,예약,판매,7일,시작,일주,일간,진행,사전예약,마감,사전,예약자,단말,14일,순차적,개통,공식,출시일,17일,객원기자,장지민,한경닷컴,객원","삼성전자,리트윗,브라운리,갤럭시,미국,사전예약,한경닷컴,장지민,창업자,일론,트위,분화구,출시일,보름달,객원기자,880만,예약자,플래그십,유튜버,ow,스마트폰,마르케스","미국 민간 우주기업 스페이스X 창업자 일론 머스크가 삼성전자의 최신 플래그십 스마트폰 갤럭시 S23 울트라의 카메라 성능을 극찬해 눈길을 끈다. 
 
8일 업계에 따르면 머스크는 미국의 테크 유튜버 마르케스 브라운리가 전날 자신의 트위터에 올린 갤럭시 S23 울트라로 밤하늘의 달을 당겨 찍는 영상에 ""놀랍다(Wow)""는 내용의 '답글(리트윗)'을 남겼다..",https://www.hankyung.com/international/article/2023020839607,
01100401.20230208171916001,20230208,동아일보,김예슬,“와우!” 머스크도 놀랐다 달 100배 줌 ‘갤럭시 S23 울트라’,IT_과학>모바일, IT_과학>콘텐츠,,,,,,"보름달,미국,S23울트라,미국법","머스크,삼성전자,트위터,달,스페이스X","머스크,갤럭시,울트라,미국,민간,우주,기업,스페이스,창업자,일론,머스크,삼성전자,플래그십,스마트폰,갤럭시,울트라,카메라,성능,감탄,업계,머스크,미국,미국,전문,인플루언,마르케스,브라운리,트위,갤럭시,울트라,리뷰,영상,ow,답글,리트윗,브라운리,S23울트라,미국,보름달,스페이스줌,영상,영상,분화구,표면,윤곽,선명,포착,모습,머스크,감탄사,답글,삼성전자,미국,법인,know,right,리트윗해,화답,머스크,리트윗,브라운리,게시글,화제,8일,기준,29만,리트윗,2만","미국,브라운리,리트윗,삼성전자,답글,일론,스페이스줌,인플루언,스마트폰,플래그십,갤럭시,right,리트윗해,know,창업자,게시글,분화구,29만,마르케스,트위,보름달,ow,감탄사,s23울트라,2만,머스크,울트라,영상,기준,민간,전문,업계","미국 민간 우주기업 스페이스X창업자 일론 머스크가 삼성전자 새 플래그십 스마트폰 ‘갤럭시S23 울트라’의 카메라 성능에 감탄했다. 
 
8일 업계에 따르면 머스크는 미국 IT 전문 인플루언서 마르케스 브라운리가 전날 트위터에 올린 갤럭시S23 울트라 리뷰 영상에 “놀랍다(Wow)”는 내용의 ‘답글(리트윗)’을 남겼다. 
 
브라운리는 S23울트라로 미국..",https://www.donga.com/news/Inter/article/all/20230208/117795552/2,
07100501.20230208163601001,20230208,전자신문,전자신문인터넷 서희원 기자,"달 찍는 갤럭시 S23 울트라 머스크 ""와우""",IT_과학>모바일, IT_과학>보안,,,,,머스크,"최고경영자,미국,트라","통신,브라운리,테슬라,전자신문,삼성전자,트위터,스페이스X","울트라,갤럭시,머스크,삼성전자,최신,플래그십,스마트폰,갤럭시,울트라,카메라,성능,일론,머스크,스페이스,창업자,관심,브라운리,미국,테크,유튜버,마르케스,자신,트위터,울트라,갤럭시,이용,밤하늘,촬영,영상,영상,울트라,갤럭시,화면,분화구,표면,윤곽,선명,포착,최고경영자,전기차,업체,테슬라,최고,경영자,CEO,스페이스,창업자,머스크,감탄사,화제,모델,갤럭시,울트라,최대,확대,보정,스페이스,탑재,울트라,전작,2배,화소,카메라,탑재,스페이스,스페이스,업그레이드,삼성전자,시리즈,강화,AI,야간,사진,촬영,인물,사진,최적,카메라,경험,제공,설명,삼성전자,통신,갤럭시,시리즈,사전,예약,판매,7일,시작,일주,일간,진행,사전예약,마감,사전,예약자,단말,14일,순차적,개통,공식,출시일,17일,최고사양,갤럭시S23울트라,9400원,256GB,모델,기준,전자신문인터넷","갤럭시,삼성전자,창업자,테슬라,사전예약,미국,마르케스,최고경영자,일론,출시일,경영자,분화구,전자신문인터넷,최고사양,9400원,2배,유튜버,전기차,브라운리,예약자,플래그십,256gb","삼성전자의 최신 플래그십 스마트폰 갤럭시 S23 울트라 카메라 성능에 일론 머스크 스페이스X 창업자가 관심을 보였다.

미국 테크 유튜버 마르케스 브라운리는 지난 7일 자신의 트위터에 갤럭시 S23 울트라를 이용해 밤하늘의 달을 촬영하는 영상을 올렸다.

영상을 보면 갤럭시 S23 울트라의 줌을 당기자 화면 가득 달의 분화구 등 표면과 윤곽이 선명하게 ..",http://www.etnews.com/20230208000258,
01100801.20230208161538001,20230208,조선일보,정채빈 기자,“와우” 머스크도 놀랐다... 갤S23 ‘100배 줌’ 달사진에 감탄,IT_과학>모바일, IT_과학>보안, IT_과학>콘텐츠,,,,일론 머스크,"이스라엘,최고경영자,프랑스,미국,두바이몰,영국,파리,웨스트필드,달,샌프란시스코,아랍에미리트,파웰","통신,테슬라,브라운리,삼성닷컴,삼성전자,트위터","머스크,달사진,감탄,삼성전자,플래그십,스마트폰,갤럭시,울트라,일론,머스크,테슬라,최고,경영자,CEO,감탄,구독자,보유,브라운리,미국,테크,유튜버,마르케스,트위,울트라,밤하늘,촬영,영상,게시,카메라,스페이스,사용,표면,분화구,선명,모습,최대,확대,촬영,분량,영상,8일,943만,기준,조회,아요,29만,기록,머스크,감탄사,댓글,계정,삼성전자,미국,법인,공식,트위,브라운리,머스크,답글,영국,법인,계정,이스라엘법,계정도,머스크,반응,공유,화답,갤럭시,울트,스마트폰,카메라,화소,장착,화제,전작,갤럭시,울트라,2배,화소수,시리즈,카메라,센서,AI,결합,야간,환경,선명,사진,촬영,삼성전자,통신,갤럭시,시리즈,사전,예약,판매,7일,시작,일주,일간,진행,사전예약,마감,사전,예약자,단말,14일,순차적,개통,공식,출시일,17일,모델,최고,사양,갤럭시,울트라,256GB,모델,512GB,모델,172만,삼성닷컴,모델,196만,구매,삼성전자,미국,샌프란시스코,거리,파웰,프랑스,파리,웨스트필드,쇼핑몰,아랍에미리트,두바이몰,시리즈,체험,매장,갤럭시,익스피리언스,스페이스,운영","삼성전자,갤럭시,미국,스마트폰,트위,브라운리,사전예약,쇼핑몰,구독자,프랑스,마르케스,테슬라,일론,울트,플래그십","삼성전자가 최근 선보인 플래그십 스마트폰 갤럭시S23 울트라에 일론 머스크 테슬라 최고경영자(CEO)도 감탄했다. 
 
구독자 1660만명을 보유한 미국 테크 유튜버 마르케스 브라운리는 7일 트위터에 갤럭시S23 울트라로 밤하늘 달을 촬영하는 영상을 게시했다. 카메라의 ‘스페이스 줌’ 기능을 사용해 달을 찍자 달 표면의 분화구 등이 선명하게 찍히는 모습..",https://www.chosun.com/international/international_general/2023/02/08/CS2VXFAWDZE4ZCOSQSQTVMJRBI/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,
07100501.20230208105341001,20230208,전자신문,함봉균,'더 프리스타일' 대항마 등장?...LG 시네빔(PU700R) 출시,IT_과학>모바일, IT_과학>콘텐츠, IT_과학>보안,,,,,대화면,"UHD,애플,유튜브,LG,LG전자,삼성전자","프리스타일,대항마,등장,LG,시네빔,PU700R,출시,LG전자,삼성전자,출시,라이프,스타일,스크린,프리스타일,대항마,가정,빔프로젝터,LG,시네빔,PU700R,출시,LG,시네빔,프리스타일,시장,라이프,스타일,빔프로젝터,주목,가정,빔프로젝터,기업,LG,전자,라이프스타일,시네마,라이프,스타일,구축,적합,신제품,LG,시네빔,출시,8일,신제품,LG,시네빔,집안,화면,라이프,스타일,빔프로젝터,해상도,UHD,1000안,시루멘,밝기,화면,콘텐츠,대화면,최대,인치,지원,고화질,대화면,스크린,이동성,제품,상하,최대,투사,각도,자유,조절,자동,화면,자동,초점,지원,스크린,천정,투사,이용,프로젝터,내장,카메라,자동,모서리,LG전자,웹OS,독자,플랫폼,탑재,별도,기기,인터넷,연결,웨이브,디즈니플러스,유튜브,온라인동영상서비스,OTT,콘텐츠,감상,애플,에어플레이,홈키트,안드로이드,스마트폰,스크린,셰어,지원,각종,영상,음악,콘텐츠,대화면,프로젝터,사용,무드라이팅,조명,활용,출시,주목,삼성전자,프리스타일,디자인,채택,관심,LG,시네빔,타원형,최대,방향,각도,조절,조명,형태,프리스타일,유사,LG,시네빔,무게,프리스타일,프리스타일,휴대성,초점,제품,LG,시네빔,가정,자유,스크린,이용,고안,유선,제품,사용,휴대,배터리,지원,전자업,관계자,시장,힌지,사용,각도,조절,디자인,조명,형태,채택,제품,과거,삼성전자,프리스타일,출시,개척,시장,라이프,스타일,빔프로젝터,LG전자,가세,예상","lg,빔프로젝터,시네빔,라이프스타일,프리스타일,대화면,삼성전자,고화질,lg전자,해상도,관계자,대항마,uhd,온라인,온라인동영상서비스,유튜브,디즈니플러스,에어플레이,홈키트,1000안,시루멘","LG전자가 지난해 삼성전자에서 출시한 라이프스타일 스크린 '더 프리스타일'의 대항마로 가정용 빔프로젝터 'LG 시네빔'(PU700R)을 출시했다. LG 시네빔이 더 프리스타일과 라이프스타일 빔프로젝터 시장을 함께 키워나갈 것인지 주목된다. 
 
 
국내 1위 가정용 빔프로젝터 기업 LG전자는 '라이프스타일 홈 시네마' 구축에 적합한 LG 시네빔 신제품을..",http://www.etnews.com/20230208000066,
01100801.20230208030246001,20230208,조선일보,임경업 기자,북해 바다 스스로 나는 이 남자의 드론 25개국서 손짓,IT_과학>과학, 경제>자동차, IT_과학>콘텐츠,,,,최재혁,"독일,미국,북해,고성,유럽,항공우주공학","지멘스,니어스랩,테슬라,카이스트,GE,북극","북해,바다,남자,드론,25개국,손짓,세계,스타트업,니어스랩,최재혁,대표,한가운데,북해,바다,풍력발전기,기업들,유럽,에너지,기업,골칫거리,북극,바람,파도,정면,발전기,정기적,점검,바다,인력,출장,작업,환경,하루,점검,창업,니어스랩,스타트업,최재혁,대표,드론,풍력발전기,원자력발전소,사람,설비,점검,시장,개척,대표,포함,출신,카이스트,항공,우주,공학과,주축,니어스랩,무기,AI,인공지능,자율주행,결합,자율,주행,드론,과거,사람,하루,풍력,발전기,점검,자율,주행,드론,사용,인력,작업,하루,가능,니어스랩,자율,주행,드론,사람,드론,조종,드론,스스로,설정,경로,발전기,주변,발전,설비,사진,전송,대표,드론,고해상,사진,AI,이미지,발전기,0.3,수준,미세,정도,시설,노후,판별,점검,인력,징후,드론,1만,세계,풍력,발전소,순찰,지멘스,GE,고객,경쟁사,대비,가격,안정적,성능,주효,스타트업,경쟁,해외,자율,주행,드론,사물,인식,레이더,라이다,LiDAR,센서,추가,장착,니어스랩,카메라,자율주행,가능,테슬라,카메라,이용,자율주행,개척,보편적,장비,구동,가능,한마디,하드웨어,소프트웨어,대체,선제적,AI,드론,8년,자율,주행,심층,학습,deep,learning,덕분,설명,가격,경쟁력,바탕,니어스랩,글로벌,진출,세계,풍력,점검,발전회사,세계,최대,발전,회사,독일,지멘스,미국,GE,니어스랩,고객,대표,2020년,매출,2배,성장,전년,대비,매출,70%,해외,속도,2년,300억,매출,달성,니어스랩,지난달,프로그램,드론,자율,주행,출시,자율,주행,드론,자율,주행,구동,컴퓨터,프로그램,스마트폰,드론,연결,자율주행,구동,프로그램,글로벌,기업,테스트,대표,스마트폰,자율,주행,드론,두뇌,역할,자율,주행,드론,산업,현장,풍력발전기,원자력발전소,교량,석유화학,플랜트,설비,점검,시장,개척","드론,자율주행,니어스랩,발전기,스타트업,풍력발전기,발전소,카이스트,지멘스,스마트폰,ai,미국,기업들,유럽,북해","북해 바다 한가운데 서 있는 풍력발전기는 유럽 에너지 기업들의 골칫거리 중 하나였다. 북극의 거센 바람과 파도를 정면으로 맞는 발전기를 정기적으로 점검해야 했기 때문이다. 이때마다 바다 한가운데로 대규모 인력이 출장을 나갔고, 거친 작업 환경 때문에 하루 1기를 점검하는 것도 힘들었다. 
 
2015년 창업한 국내 스타트업 니어스랩의 최재혁(36) 대표..",https://www.chosun.com/economy/tech_it/2023/02/08/4SORUETIMVGZHGDCQJTWPGNZZY/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,
